datetime,load,humidity,temperature
01/10/2022 05:45,3691.57,46,29
01/10/2022 05:50,3670.2,67,20
01/10/2022 05:55,3676.62,63,22
01/10/2022 06:00,3686.29,57,21
01/10/2022 06:05,3704.71,46,33
01/10/2022 06:10,3752.69,46,24
01/10/2022 06:15,3728.79,54,31
01/10/2022 06:20,3760.57,68,22
01/10/2022 06:25,3761.18,65,25
01/10/2022 06:30,3775.42,69,33
01/10/2022 06:35,3784.19,45,26
01/10/2022 06:40,3822.77,62,22
01/10/2022 06:45,3809.15,61,21
01/10/2022 06:50,3823.21,44,23
01/10/2022 06:55,3803.1,56,24
01/10/2022 07:00,3787.03,68,24
01/10/2022 07:05,3803.71,55,24
01/10/2022 07:10,3804.46,52,20
01/10/2022 07:15,3839.03,66,24
01/10/2022 07:20,3825.23,69,33
01/10/2022 07:25,3834.61,50,32
01/10/2022 07:30,3844.24,42,24
01/10/2022 07:35,3800.37,61,29
01/10/2022 07:40,3810.12,45,22
01/10/2022 07:45,3797.75,51,21
01/10/2022 07:50,3827.96,45,32
01/10/2022 07:55,3816.48,62,20
01/10/2022 08:00,3811.02,63,20
01/10/2022 08:05,3818.22,61,21
01/10/2022 08:10,3820.99,57,30
01/10/2022 08:15,3798.47,67,23
01/10/2022 08:20,3867.02,68,27
01/10/2022 08:25,3864.92,45,33
01/10/2022 08:30,3874.99,42,21
01/10/2022 08:35,3854.96,58,33
01/10/2022 08:40,3849.36,52,32
01/10/2022 08:45,3885.42,63,33
01/10/2022 08:50,3858.23,45,22
01/10/2022 08:55,3918.24,54,25
01/10/2022 09:00,3928.07,57,32
01/10/2022 09:05,3951.39,67,31
01/10/2022 09:10,3988.93,54,27
01/10/2022 09:15,4071.78,64,21
01/10/2022 09:20,4105.29,69,23
01/10/2022 09:25,4148.0,60,31
01/10/2022 09:30,4174.38,62,31
01/10/2022 09:35,4185.92,49,30
01/10/2022 09:40,4228.57,58,27
01/10/2022 09:45,4271.01,57,25
01/10/2022 09:50,4313.63,50,28
01/10/2022 09:55,4327.29,43,22
01/10/2022 10:00,4411.57,43,23
01/10/2022 10:05,4374.42,63,24
01/10/2022 10:10,4426.51,66,32
01/10/2022 10:15,4455.08,41,25
01/10/2022 10:20,4481.55,68,22
01/10/2022 10:25,4494.99,63,29
01/10/2022 10:30,4500.17,68,31
01/10/2022 10:35,4530.76,47,33
01/10/2022 10:40,4498.03,54,33
01/10/2022 10:45,4572.05,46,30
01/10/2022 10:50,4535.08,51,30
01/10/2022 10:55,4555.2,44,20
01/10/2022 11:00,4574.94,52,21
01/10/2022 11:05,4554.28,60,21
01/10/2022 11:10,4597.34,42,33
01/10/2022 11:15,4594.71,45,32
01/10/2022 11:20,4634.15,60,20
01/10/2022 11:25,4607.62,62,24
01/10/2022 11:30,4627.62,54,25
01/10/2022 11:35,4637.26,54,28
01/10/2022 11:40,4632.89,43,32
01/10/2022 11:45,4629.55,54,23
01/10/2022 11:50,4623.32,60,23
01/10/2022 11:55,4653.63,54,29
01/10/2022 12:00,4669.57,44,29
01/10/2022 12:05,4637.41,41,32
01/10/2022 12:10,4620.32,52,31
01/10/2022 12:15,4612.32,66,29
01/10/2022 12:20,4652.05,53,31
01/10/2022 12:25,4624.65,59,26
01/10/2022 12:30,4640.59,57,29
01/10/2022 12:35,4632.01,61,21
01/10/2022 12:40,4624.48,67,31
01/10/2022 12:45,4632.91,61,24
01/10/2022 12:50,4620.94,48,22
01/10/2022 12:55,4605.12,50,24
01/10/2022 13:00,4539.44,42,20
01/10/2022 13:05,4496.19,62,21
01/10/2022 13:10,4482.21,44,20
01/10/2022 13:15,4396.86,58,20
01/10/2022 13:20,4472.27,54,21
01/10/2022 13:25,4423.9,69,27
01/10/2022 13:30,4443.34,63,29
01/10/2022 13:35,4466.88,65,28
01/10/2022 13:40,4486.79,63,33
01/10/2022 13:45,4528.44,48,32
01/10/2022 13:50,4527.38,66,33
01/10/2022 13:55,4565.98,44,32
01/10/2022 14:00,4563.51,61,33
01/10/2022 14:05,4592.25,68,28
01/10/2022 14:10,4564.7,62,21
01/10/2022 14:15,4609.97,65,24
01/10/2022 14:20,4661.67,58,25
01/10/2022 14:25,4616.31,66,31
01/10/2022 14:30,4678.85,55,30
01/10/2022 14:35,4667.08,60,22
01/10/2022 14:40,4685.56,62,30
01/10/2022 14:45,4685.57,47,20
01/10/2022 14:50,4693.22,41,32
01/10/2022 14:55,4716.76,40,24
01/10/2022 15:00,4723.3,65,22
01/10/2022 15:05,4700.62,54,25
01/10/2022 15:10,4679.93,40,28
01/10/2022 15:15,4732.61,40,33
01/10/2022 15:20,4708.72,54,32
01/10/2022 15:25,4675.75,67,21
01/10/2022 15:30,4711.69,45,30
01/10/2022 15:35,4703.5,47,27
01/10/2022 15:40,4693.49,52,30
01/10/2022 15:45,4720.66,64,25
01/10/2022 15:50,4712.7,64,32
01/10/2022 15:55,4724.14,58,29
01/10/2022 16:00,4669.26,43,20
01/10/2022 16:05,4687.35,42,22
01/10/2022 16:10,4657.14,69,22
01/10/2022 16:15,4695.54,40,31
01/10/2022 16:20,4641.63,49,21
01/10/2022 16:25,4652.03,64,21
01/10/2022 16:30,4626.52,50,28
01/10/2022 16:35,4620.51,44,21
01/10/2022 16:40,4607.41,56,24
01/10/2022 16:45,4592.28,51,28
01/10/2022 16:50,4622.23,68,24
01/10/2022 16:55,4579.95,54,25
01/10/2022 17:00,4599.67,68,22
01/10/2022 17:05,4598.28,48,30
01/10/2022 17:10,4583.75,43,29
01/10/2022 17:15,4597.68,51,24
01/10/2022 17:20,4590.33,44,29
01/10/2022 17:25,4589.83,66,27
01/10/2022 17:30,4609.15,55,32
01/10/2022 17:35,4595.28,61,21
01/10/2022 17:40,4524.27,62,28
01/10/2022 17:45,4583.99,69,27
01/10/2022 17:50,4539.56,43,30
01/10/2022 17:55,4513.31,52,30
01/10/2022 18:00,4570.34,55,33
01/10/2022 18:05,4562.88,43,25
01/10/2022 18:10,4596.9,45,22
01/10/2022 18:15,4614.3,45,30
01/10/2022 18:20,4581.82,56,33
01/10/2022 18:25,4626.23,63,24
01/10/2022 18:30,4661.83,68,33
01/10/2022 18:35,4648.91,44,30
01/10/2022 18:40,4644.76,54,25
01/10/2022 18:45,4631.94,67,20
01/10/2022 18:50,4635.17,53,22
01/10/2022 18:55,4607.54,44,23
01/10/2022 19:00,4590.77,42,20
01/10/2022 19:05,4587.56,57,30
01/10/2022 19:10,4581.67,63,28
01/10/2022 19:15,4518.6,63,25
01/10/2022 19:20,4570.48,41,29
01/10/2022 19:25,4568.56,59,31
01/10/2022 19:30,4527.72,57,33
01/10/2022 19:35,4548.67,55,30
01/10/2022 19:40,4534.85,57,31
01/10/2022 19:45,4552.99,65,26
01/10/2022 19:50,4490.72,43,21
01/10/2022 19:55,4537.97,68,24
01/10/2022 20:00,4500.45,65,32
01/10/2022 20:05,4472.45,62,23
01/10/2022 20:10,4460.08,48,29
01/10/2022 20:15,4440.23,69,29
01/10/2022 20:20,4480.28,58,29
01/10/2022 20:25,4448.16,53,33
01/10/2022 20:30,4457.37,61,31
01/10/2022 20:35,4426.94,54,25
01/10/2022 20:40,4407.31,58,22
01/10/2022 20:45,4410.33,67,21
01/10/2022 20:50,4434.22,57,25
01/10/2022 20:55,4401.33,41,21
01/10/2022 21:00,4408.6,60,29
01/10/2022 21:05,4329.04,55,23
01/10/2022 21:10,4363.86,68,32
01/10/2022 21:15,4361.86,66,28
01/10/2022 21:20,4384.02,42,33
01/10/2022 21:25,4380.67,46,33
01/10/2022 21:30,4369.06,50,32
01/10/2022 21:35,4403.28,68,25
01/10/2022 21:40,4400.63,66,31
01/10/2022 21:45,4405.79,47,30
01/10/2022 21:50,4410.78,65,28
01/10/2022 21:55,4434.47,52,33
01/10/2022 22:00,4442.6,51,27
01/10/2022 22:05,4457.35,57,23
01/10/2022 22:10,4436.99,56,23
01/10/2022 22:15,4478.68,40,30
01/10/2022 22:20,4468.72,50,21
01/10/2022 22:25,4493.48,63,27
01/10/2022 22:30,4507.74,46,28
01/10/2022 22:35,4514.82,43,30
01/10/2022 22:40,4573.36,61,33
01/10/2022 22:45,4533.2,63,30
01/10/2022 22:50,4571.77,69,32
01/10/2022 22:55,4587.43,41,30
01/10/2022 23:00,4588.13,52,33
01/10/2022 23:05,4578.55,43,31
01/10/2022 23:10,4581.04,54,28
01/10/2022 23:15,4553.08,55,25
01/10/2022 23:20,4575.6,50,31
01/10/2022 23:25,4534.11,45,32
01/10/2022 23:30,4540.09,52,21
01/10/2022 23:35,4566.5,49,33
01/10/2022 23:40,4549.73,52,20
01/10/2022 23:45,4537.1,67,24
01/10/2022 23:50,4524.92,66,26
02/10/2022 00:00,4509.49,58,30
02/10/2022 00:05,4473.37,59,27
02/10/2022 00:10,4465.64,55,33
02/10/2022 00:15,4447.25,55,24
02/10/2022 00:20,4432.44,65,21
02/10/2022 00:25,4430.69,47,20
02/10/2022 00:30,4398.57,42,27
02/10/2022 00:35,4367.64,45,28
02/10/2022 00:40,4345.43,58,31
02/10/2022 00:45,4339.96,69,29
02/10/2022 00:50,4316.98,42,26
02/10/2022 00:55,4302.02,57,22
02/10/2022 01:00,4281.07,47,26
02/10/2022 01:05,4255.22,59,27
02/10/2022 01:10,4227.37,59,32
02/10/2022 01:15,4204.68,58,29
02/10/2022 01:20,4164.91,60,33
02/10/2022 01:25,4166.63,49,32
02/10/2022 01:30,4133.64,50,21
02/10/2022 01:35,4120.68,53,27
02/10/2022 01:40,4108.8,54,27
02/10/2022 01:45,4078.22,50,27
02/10/2022 01:50,4065.01,59,25
02/10/2022 01:55,4050.7,49,22
02/10/2022 02:00,4027.75,60,29
02/10/2022 02:05,4005.55,61,20
02/10/2022 02:10,3984.84,40,24
02/10/2022 02:15,3967.27,51,30
02/10/2022 02:20,3950.26,58,33
02/10/2022 02:25,3939.69,65,22
02/10/2022 02:30,3906.41,45,27
02/10/2022 02:35,3903.68,61,33
02/10/2022 02:40,3885.6,44,22
02/10/2022 02:45,3870.3,44,25
02/10/2022 02:50,3857.75,40,23
02/10/2022 02:55,3841.45,46,33
02/10/2022 03:00,3818.23,61,22
02/10/2022 03:05,3794.16,49,21
02/10/2022 03:10,3788.62,58,32
02/10/2022 03:15,3780.22,68,29
02/10/2022 03:20,3757.32,60,22
02/10/2022 03:25,3763.64,46,31
02/10/2022 03:30,3744.92,68,21
02/10/2022 03:35,3722.37,65,29
02/10/2022 03:40,3711.46,68,26
02/10/2022 03:45,3693.32,56,33
02/10/2022 03:50,3688.33,57,33
02/10/2022 03:55,3679.86,42,23
02/10/2022 04:00,3675.61,58,22
02/10/2022 04:05,3668.88,68,28
02/10/2022 04:10,3654.94,50,25
02/10/2022 04:15,3643.52,60,26
02/10/2022 04:20,3634.26,66,33
02/10/2022 04:25,3626.68,41,24
02/10/2022 04:30,3613.65,44,25
02/10/2022 04:35,3598.48,60,20
02/10/2022 04:40,3605.88,49,27
02/10/2022 04:45,3593.84,54,33
02/10/2022 04:50,3582.72,48,24
02/10/2022 04:55,3577.28,49,29
02/10/2022 05:00,3569.63,63,30
02/10/2022 05:05,3585.19,62,32
02/10/2022 05:10,3573.57,57,23
02/10/2022 05:15,3567.28,59,21
02/10/2022 05:20,3575.02,47,32
02/10/2022 05:25,3565.31,55,26
02/10/2022 05:30,3572.0,64,21
02/10/2022 05:35,3561.85,58,21
02/10/2022 05:40,3557.27,42,33
02/10/2022 05:45,3540.61,45,26
02/10/2022 05:50,3540.89,53,29
02/10/2022 05:55,3531.29,61,21
02/10/2022 06:00,3545.24,40,22
02/10/2022 06:05,3552.77,63,25
02/10/2022 06:10,3525.2,54,25
02/10/2022 06:15,3516.22,55,31
02/10/2022 06:20,3557.32,68,33
02/10/2022 06:25,3530.17,45,32
02/10/2022 06:30,3547.74,44,30
02/10/2022 06:35,3512.91,50,24
02/10/2022 06:40,3510.69,44,27
02/10/2022 06:45,3532.43,53,22
02/10/2022 06:50,3562.11,54,33
02/10/2022 06:55,3524.16,58,32
02/10/2022 07:00,3503.37,44,26
02/10/2022 07:05,3526.69,41,21
02/10/2022 07:10,3531.61,59,28
02/10/2022 07:15,3524.37,66,22
02/10/2022 07:20,3541.8,51,26
02/10/2022 07:25,3520.74,57,23
02/10/2022 07:30,3519.3,48,25
02/10/2022 07:35,3513.4,66,22
02/10/2022 07:40,3509.61,42,28
02/10/2022 07:45,3486.67,44,29
02/10/2022 07:50,3499.24,62,30
02/10/2022 07:55,3488.41,45,21
02/10/2022 08:00,3495.14,44,32
02/10/2022 08:05,3459.92,59,33
02/10/2022 08:10,3449.85,65,22
02/10/2022 08:15,3470.94,67,28
02/10/2022 08:20,3430.43,46,30
02/10/2022 08:25,3471.98,47,20
02/10/2022 08:30,3451.24,49,21
02/10/2022 08:35,3413.17,44,22
02/10/2022 08:40,3405.38,43,23
02/10/2022 08:45,3440.1,46,32
02/10/2022 08:50,3397.55,59,24
02/10/2022 08:55,3396.82,50,22
02/10/2022 09:00,3418.5,54,25
02/10/2022 09:05,3387.36,51,21
02/10/2022 09:10,3386.87,62,21
02/10/2022 09:15,3399.0,56,27
02/10/2022 09:20,3424.18,47,28
02/10/2022 09:25,3425.47,52,22
02/10/2022 09:30,3424.27,52,24
02/10/2022 09:35,3435.01,56,30
02/10/2022 09:40,3477.17,67,31
02/10/2022 09:45,3448.21,44,30
02/10/2022 09:50,3470.46,43,23
02/10/2022 09:55,3501.47,67,32
02/10/2022 10:00,3502.76,61,27
02/10/2022 10:05,3501.76,48,26
02/10/2022 10:10,3512.06,44,32
02/10/2022 10:15,3534.5,42,21
02/10/2022 10:20,3524.07,68,28
02/10/2022 10:25,3522.91,41,31
02/10/2022 10:30,3521.02,67,25
02/10/2022 10:35,3541.25,53,25
02/10/2022 10:40,3534.05,57,33
02/10/2022 10:45,3562.55,44,22
02/10/2022 10:50,3561.72,62,33
02/10/2022 10:55,3565.97,46,32
02/10/2022 11:00,3594.43,52,23
02/10/2022 11:05,3616.63,65,28
02/10/2022 11:10,3586.23,50,32
02/10/2022 11:15,3607.42,61,22
02/10/2022 11:20,3604.28,55,30
02/10/2022 11:25,3606.44,54,28
02/10/2022 11:30,3640.24,40,26
02/10/2022 11:35,3603.0,52,28
02/10/2022 11:40,3618.45,52,25
02/10/2022 11:45,3593.18,54,31
02/10/2022 11:50,3615.75,66,29
02/10/2022 11:55,3617.72,65,26
02/10/2022 12:00,3645.99,60,29
02/10/2022 12:05,3600.14,68,21
02/10/2022 12:10,3596.7,68,22
02/10/2022 12:15,3631.29,51,21
02/10/2022 12:20,3599.63,66,20
02/10/2022 12:25,3665.81,43,24
02/10/2022 12:30,3633.22,52,33
02/10/2022 12:35,3669.83,48,24
02/10/2022 12:40,3625.46,50,24
02/10/2022 12:45,3636.97,55,21
02/10/2022 12:50,3625.2,65,31
02/10/2022 12:55,3619.62,43,21
02/10/2022 13:00,3579.72,62,28
02/10/2022 13:05,3608.25,63,29
02/10/2022 13:10,3595.09,52,24
02/10/2022 13:15,3604.31,44,28
02/10/2022 13:20,3616.49,41,23
02/10/2022 13:25,3579.99,69,27
02/10/2022 13:30,3623.96,57,23
02/10/2022 13:35,3607.76,41,28
02/10/2022 13:40,3588.45,42,22
02/10/2022 13:45,3657.48,49,26
02/10/2022 13:50,3630.62,63,28
02/10/2022 13:55,3623.26,61,24
02/10/2022 14:00,3637.26,40,31
02/10/2022 14:05,3660.25,43,30
02/10/2022 14:10,3651.38,56,30
02/10/2022 14:15,3674.6,60,24
02/10/2022 14:20,3682.97,62,32
02/10/2022 14:25,3712.19,65,20
02/10/2022 14:30,3686.19,60,23
02/10/2022 14:35,3693.23,65,21
02/10/2022 14:40,3707.04,66,24
02/10/2022 14:45,3655.34,65,31
02/10/2022 14:50,3654.36,64,32
02/10/2022 14:55,3686.24,40,20
02/10/2022 15:00,3705.68,45,30
02/10/2022 15:05,3721.32,41,30
02/10/2022 15:10,3735.48,48,33
02/10/2022 15:15,3732.27,44,30
02/10/2022 15:20,3714.3,68,21
02/10/2022 15:25,3695.89,57,32
02/10/2022 15:30,3692.24,44,33
02/10/2022 15:35,3692.2,53,24
02/10/2022 15:40,3664.17,41,27
02/10/2022 15:45,3688.04,43,32
02/10/2022 15:50,3683.35,56,27
02/10/2022 15:55,3695.57,64,32
02/10/2022 16:00,3708.67,46,29
02/10/2022 16:05,3709.13,44,27
02/10/2022 16:10,3721.17,54,22
02/10/2022 16:15,3689.67,57,28
02/10/2022 16:20,3697.58,64,30
02/10/2022 16:25,3688.65,43,23
02/10/2022 16:30,3717.86,46,23
02/10/2022 16:35,3722.28,69,29
02/10/2022 16:40,3646.64,68,30
02/10/2022 16:45,3630.46,68,28
02/10/2022 16:50,3693.77,54,29
02/10/2022 16:55,3681.42,43,32
02/10/2022 17:00,3688.38,41,33
02/10/2022 17:05,3696.12,44,23
02/10/2022 17:10,3683.36,52,27
02/10/2022 17:15,3739.28,53,25
02/10/2022 17:20,3714.39,45,31
02/10/2022 17:25,3684.81,68,29
02/10/2022 17:30,3681.95,66,27
02/10/2022 17:35,3713.5,55,26
02/10/2022 17:40,3684.89,58,21
02/10/2022 17:45,3686.42,68,30
02/10/2022 17:50,3709.05,40,21
02/10/2022 17:55,3728.75,65,31
02/10/2022 18:00,3761.83,66,23
02/10/2022 18:05,3766.76,68,22
02/10/2022 18:10,3760.63,56,21
02/10/2022 18:15,3817.14,52,31
02/10/2022 18:20,3840.58,51,33
02/10/2022 18:25,3859.37,53,21
02/10/2022 18:30,3894.56,56,28
02/10/2022 18:35,3924.21,46,32
02/10/2022 18:40,3896.57,54,20
02/10/2022 18:45,3934.42,60,26
02/10/2022 18:50,3927.53,44,25
02/10/2022 18:55,3943.44,68,20
02/10/2022 19:00,3965.13,46,31
02/10/2022 19:05,3980.24,51,26
02/10/2022 19:10,3992.7,54,20
02/10/2022 19:15,4018.25,45,20
02/10/2022 19:20,3980.89,52,24
02/10/2022 19:25,3992.31,69,31
02/10/2022 19:30,4021.54,47,21
02/10/2022 19:35,4020.22,56,24
02/10/2022 19:40,4008.9,60,30
02/10/2022 19:45,4001.14,56,30
02/10/2022 19:50,4000.49,68,25
02/10/2022 19:55,4042.38,40,28
02/10/2022 20:00,4008.13,65,33
02/10/2022 20:05,4011.67,42,22
02/10/2022 20:10,4033.65,46,32
02/10/2022 20:15,4005.85,61,28
02/10/2022 20:20,4039.63,43,32
02/10/2022 20:25,4065.47,60,23
02/10/2022 20:30,4053.01,65,28
02/10/2022 20:35,4047.29,45,23
02/10/2022 20:40,4042.78,61,21
02/10/2022 20:45,4058.9,49,24
02/10/2022 20:50,4054.44,48,25
02/10/2022 20:55,4074.74,48,30
02/10/2022 21:00,4046.45,55,33
02/10/2022 21:05,4090.25,64,20
02/10/2022 21:10,4089.8,66,32
02/10/2022 21:15,4087.81,42,33
02/10/2022 21:20,4133.27,40,32
02/10/2022 21:25,4147.8,58,31
02/10/2022 21:30,4161.63,62,25
02/10/2022 21:35,4165.36,65,21
02/10/2022 21:40,4216.49,54,29
02/10/2022 21:45,4192.83,56,31
02/10/2022 21:50,4198.21,63,29
02/10/2022 21:55,4246.71,67,26
02/10/2022 22:00,4243.68,50,28
02/10/2022 22:05,4240.5,68,31
02/10/2022 22:10,4245.98,58,20
02/10/2022 22:15,4230.87,55,22
02/10/2022 22:20,4269.97,61,31
02/10/2022 22:25,4275.81,50,32
02/10/2022 22:30,4266.1,62,33
02/10/2022 22:35,4281.49,62,31
02/10/2022 22:40,4312.41,55,31
02/10/2022 22:45,4313.75,55,32
02/10/2022 22:50,4338.49,42,31
02/10/2022 22:55,4352.28,67,21
02/10/2022 23:00,4332.25,67,22
02/10/2022 23:05,4323.77,67,26
02/10/2022 23:10,4327.18,45,30
02/10/2022 23:15,4347.17,42,27
02/10/2022 23:20,4341.36,63,29
02/10/2022 23:25,4355.27,69,30
02/10/2022 23:30,4340.59,46,32
02/10/2022 23:35,4337.44,67,27
02/10/2022 23:40,4333.8,47,27
02/10/2022 23:45,4296.57,54,25
02/10/2022 23:50,4294.6,59,24
02/10/2022 23:55,4290.69,42,26
03/10/2022 00:00,4250.0,53,29
03/10/2022 00:05,4221.91,52,33
03/10/2022 00:10,4211.31,53,27
03/10/2022 00:15,4207.04,56,30
03/10/2022 00:20,4172.67,49,24
03/10/2022 00:25,4139.34,43,32
03/10/2022 00:30,4123.93,52,31
03/10/2022 00:35,4120.8,40,20
03/10/2022 00:40,4099.37,67,27
03/10/2022 00:45,4081.09,61,32
03/10/2022 00:50,4041.61,61,20
03/10/2022 00:55,4034.58,63,31
03/10/2022 01:00,4006.2,48,32
03/10/2022 01:05,3967.96,45,29
03/10/2022 01:10,3958.74,66,32
03/10/2022 01:15,3932.55,40,29
03/10/2022 01:20,3926.6,40,33
03/10/2022 01:25,3903.25,69,27
03/10/2022 01:30,3892.18,48,24
03/10/2022 01:35,3865.9,52,21
03/10/2022 01:40,3851.76,49,27
03/10/2022 01:45,3842.16,56,23
03/10/2022 01:50,3823.24,62,25
03/10/2022 01:55,3793.93,60,30
03/10/2022 02:00,3779.46,46,29
03/10/2022 02:05,3764.16,54,27
03/10/2022 02:10,3727.23,61,20
03/10/2022 02:15,3726.05,68,30
03/10/2022 02:20,3700.4,67,21
03/10/2022 02:25,3682.32,69,23
03/10/2022 02:30,3671.98,57,27
03/10/2022 02:35,3647.73,56,21
03/10/2022 02:40,3636.04,67,20
03/10/2022 02:45,3624.67,44,29
03/10/2022 02:50,3612.68,58,31
03/10/2022 02:55,3596.88,55,20
03/10/2022 03:00,3586.37,47,29
03/10/2022 03:05,3558.49,53,28
03/10/2022 03:10,3560.1,63,32
03/10/2022 03:15,3541.14,60,33
03/10/2022 03:20,3526.78,68,27
03/10/2022 03:25,3523.77,51,32
03/10/2022 03:30,3488.16,61,32
03/10/2022 03:35,3481.77,53,21
03/10/2022 03:40,3478.51,41,23
03/10/2022 03:45,3471.44,68,33
03/10/2022 03:50,3445.21,48,27
03/10/2022 03:55,3449.76,67,25
03/10/2022 04:00,3442.29,44,29
03/10/2022 04:05,3442.05,44,32
03/10/2022 04:10,3416.6,64,32
03/10/2022 04:15,3428.31,66,30
03/10/2022 04:20,3406.97,66,21
03/10/2022 04:25,3403.69,53,29
03/10/2022 04:30,3406.28,68,24
03/10/2022 04:35,3402.41,67,32
03/10/2022 04:40,3401.4,40,30
03/10/2022 04:45,3401.71,55,31
03/10/2022 04:50,3395.64,57,26
03/10/2022 04:55,3384.27,48,24
03/10/2022 05:00,3384.08,52,20
03/10/2022 05:05,3405.2,63,26
03/10/2022 05:10,3416.51,64,29
03/10/2022 05:15,3428.33,68,26
03/10/2022 05:20,3431.98,54,20
03/10/2022 05:25,3422.28,41,20
03/10/2022 05:30,3426.03,45,24
03/10/2022 05:35,3425.84,47,31
03/10/2022 05:40,3445.56,54,23
03/10/2022 05:45,3446.19,45,33
03/10/2022 05:50,3450.58,49,29
03/10/2022 05:55,3435.02,67,24
03/10/2022 06:00,3425.89,52,21
03/10/2022 06:05,3464.03,67,24
03/10/2022 06:10,3465.49,62,28
03/10/2022 06:15,3482.39,42,20
03/10/2022 06:20,3504.43,52,33
03/10/2022 06:25,3506.28,63,24
03/10/2022 06:30,3535.11,68,28
03/10/2022 06:35,3547.16,64,33
03/10/2022 06:40,3540.02,59,30
03/10/2022 06:45,3530.1,50,21
03/10/2022 06:50,3551.46,43,25
03/10/2022 06:55,3539.93,47,33
03/10/2022 07:00,3576.05,58,22
03/10/2022 07:05,3543.72,41,25
03/10/2022 07:10,3598.48,53,22
03/10/2022 07:15,3553.92,59,31
03/10/2022 07:20,3584.4,63,28
03/10/2022 07:25,3580.93,58,25
03/10/2022 07:30,3565.07,61,22
03/10/2022 07:35,3574.07,45,22
03/10/2022 07:40,3625.25,57,24
03/10/2022 07:45,3588.02,42,20
03/10/2022 07:50,3628.89,49,26
03/10/2022 07:55,3604.44,47,20
03/10/2022 08:00,3625.45,45,20
03/10/2022 08:05,3621.18,62,29
03/10/2022 08:10,3660.86,42,30
03/10/2022 08:15,3653.89,63,20
03/10/2022 08:20,3685.23,50,20
03/10/2022 08:25,3673.68,63,27
03/10/2022 08:30,3704.79,48,31
03/10/2022 08:35,3755.06,64,22
03/10/2022 08:40,3778.9,50,21
03/10/2022 08:45,3721.85,51,31
03/10/2022 08:50,3766.64,44,25
03/10/2022 08:55,3778.95,46,26
03/10/2022 09:00,3809.41,50,33
03/10/2022 09:05,3847.89,51,32
03/10/2022 09:10,3908.36,45,23
03/10/2022 09:15,3988.44,68,29
03/10/2022 09:20,4035.09,66,31
03/10/2022 09:25,4074.67,44,23
03/10/2022 09:30,4096.06,52,28
03/10/2022 09:35,4180.83,66,33
03/10/2022 09:40,4218.83,47,26
03/10/2022 09:45,4270.04,42,24
03/10/2022 09:50,4311.23,65,20
03/10/2022 09:55,4309.84,63,32
03/10/2022 10:00,4385.69,41,29
03/10/2022 10:05,4396.01,64,30
03/10/2022 10:10,4441.74,58,22
